Cell ID,,Timepoint, ,Position,  ,Displacement Vector,   ,Distance Traveled,    ,Volume,     ,Surface Area,      
,,21.0,,"(-267.6, 39.7, 56.8)",,"(-2.6, -1.8, -3.8)",,5.0,,10042.4,,2561.7,
,,22.0,,"(-267.6, 35.5, 49.2)",,"(-0.0, -4.3, -7.6)",,8.7,,9646.7,,2491.6,
,,23.0,,"(-271.7, 38.9, 53.0)",,"(-4.1, 3.4, 3.8)",,6.5,,6249.0,,1834.0,
"10_(0, 255, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-191.5, 31.8, 83.3)",,,,,,,,,
,,1.0,,"(-192.2, 46.5, 87.1)",,"(-0.7, 14.7, 3.8)",,15.2,,5433.2,,1572.4,
,,2.0,,"(-195.0, 45.7, 87.1)",,"(-2.8, -0.8, 0.0)",,2.9,,8214.9,,2106.2,
,,3.0,,"(-196.3, 41.9, 94.7)",,"(-1.3, -3.7, 7.6)",,8.5,,6066.7,,1777.1,
,,4.0,,"(-197.2, 41.0, 90.9)",,"(-0.9, -0.9, -3.8)",,4.0,,8721.4,,2194.7,
,,5.0,,"(-195.8, 37.3, 94.7)",,"(1.5, -3.8, 3.8)",,5.5,,7902.2,,2064.1,
,,6.0,,"(-202.5, 35.8, 94.7)",,"(-6.8, -1.5, 0.0)",,6.9,,6470.0,,1826.7,
,,7.0,,"(-199.6, 30.5, 94.7)",,"(2.9, -5.3, 0.0)",,6.0,,6029.3,,1810.9,
,,8.0,,"(-196.5, 34.5, 94.7)",,"(3.2, 4.0, 0.0)",,5.1,,11947.9,,3148.1,
,,9.0,,"(-203.6, 34.6, 94.7)",,"(-7.1, 0.2, 0.0)",,7.1,,6633.1,,1887.9,
,,10.0,,"(-202.3, 36.5, 90.9)",,"(1.3, 1.9, -3.8)",,4.4,,,,,
,,11.0,,"(-207.3, 33.6, 90.9)",,"(-4.9, -2.9, 0.0)",,5.7,,7603.5,,2055.8,
,,12.0,,"(-208.8, 34.0, 90.9)",,"(-1.5, 0.3, 0.0)",,1.5,,6858.2,,1859.0,
,,13.0,,"(-212.3, 37.5, 83.3)",,"(-3.5, 3.5, -7.6)",,9.1,,6411.8,,1842.7,
,,14.0,,"(-214.9, 32.1, 83.3)",,"(-2.6, -5.4, 0.0)",,6.0,,6581.7,,1898.4,
,,15.0,,"(-215.5, 33.5, 83.3)",,"(-0.6, 1.4, 0.0)",,1.5,,7053.3,,1975.0,
,,16.0,,"(-214.5, 31.7, 83.3)",,"(1.0, -1.8, 0.0)",,2.0,,6215.2,,1838.4,
,,17.0,,"(-219.4, 31.7, 83.3)",,"(-4.9, -0.0, 0.0)",,4.9,,7083.4,,1969.1,
,,18.0,,"(-221.4, 26.6, 79.5)",,"(-2.0, -5.0, -3.8)",,6.6,,10024.4,,2601.4,
,,19.0,,"(-221.4, 32.8, 79.5)",,"(0.0, 6.2, 0.0)",,6.2,,9530.8,,2412.8,
,,20.0,,"(-224.0, 36.0, 75.8)",,"(-2.6, 3.2, -3.8)",,5.6,,10881.2,,2589.6,
,,21.0,,"(-228.5, 35.9, 75.8)",,"(-4.5, -0.1, 0.0)",,4.5,,8612.7,,2238.8,
,,22.0,,"(-228.6, 29.6, 75.8)",,"(-0.2, -6.4, 0.0)",,6.4,,8658.8,,2162.1,
,,23.0,,"(-231.4, 31.3, 75.8)",,"(-2.7, 1.7, 0.0)",,3.2,,8649.0,,2165.7,
"11_(0, 255, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-180.6, 23.1, 90.9)",,,,,,7174.2,,2143.0,
,,1.0,,"(-178.2, 21.9, 90.9)",,"(2.4, -1.2, 0.0)",,2.7,,6275.0,,1808.7,
,,2.0,,"(-175.3, 22.3, 94.7)",,"(2.9, 0.4, 3.8)",,4.8,,5163.9,,1648.7,
,,3.0,,"(-177.2, 17.7, 94.7)",,"(-1.9, -4.6, 0.0)",,5.0,,5637.2,,1792.0,
,,4.0,,"(-178.9, 12.4, 94.7)",,"(-1.7, -5.3, 0.0)",,5.6,,4812.5,,1607.3,
,,5.0,,"(-180.6, 6.4, 98.5)",,"(-1.8, -6.0, 3.8)",,7.3,,,,,
,,6.0,,"(-181.2, 24.4, 94.7)",,"(-0.5, 17.9, -3.8)",,18.3,,5020.4,,1686.2,
,,7.0,,"(-174.9, 27.9, 94.7)",,"(6.2, 3.5, 0.0)",,7.1,,5399.5,,1630.8,
,,8.0,,"(-178.7, 33.1, 98.5)",,"(-3.8, 5.2, 3.8)",,7.5,,,,,
,,9.0,,"(-180.5, 28.2, 94.7)",,"(-1.8, -4.8, -3.8)",,6.4,,5161.7,,1752.8,
,,10.0,,"(-188.6, 20.6, 94.7)",,"(-8.1, -7.7, 0.0)",,11.1,,10868.7,,3418.6,
,,11.0,,"(-184.0, 8.1, 94.7)",,"(4.6, -12.5, 0.0)",,13.3,,6119.9,,1884.1,
,,12.0,,"(-188.2, 0.6, 94.7)",,"(-4.2, -7.5, 0.0)",,8.6,,6092.8,,1828.5,
,,13.0,,"(-191.7, 9.1, 94.7)",,"(-3.5, 8.4, 0.0)",,9.1,,6793.9,,1969.3,
,,14.0,,"(-193.7, 11.4, 94.7)",,"(-1.9, 2.3, 0.0)",,3.0,,6791.5,,2075.2,
,,15.0,,"(-194.3, 7.0, 94.7)",,"(-0.7, -4.4, 0.0)",,4.5,,9774.3,,2449.6,
,,16.0,,"(-194.2, -1.4, 94.7)",,"(0.1, -8.4, 0.0)",,8.4,,5254.9,,1623.8,
,,17.0,,"(-197.7, 0.6, 94.7)",,"(-3.5, 2.1, 0.0)",,4.1,,9897.9,,2432.6,
,,18.0,,"(-200.5, -3.5, 94.7)",,"(-2.8, -4.2, 0.0)",,5.0,,10192.4,,2500.7,
,,19.0,,"(-201.6, -5.7, 94.7)",,"(-1.1, -2.2, 0.0)",,2.5,,10686.8,,2562.6,
,,20.0,,"(-205.1, 1.0, 94.7)",,"(-3.6, 6.7, 0.0)",,7.6,,10765.8,,2532.6,
,,21.0,,"(-207.6, 6.8, 94.7)",,"(-2.4, 5.8, 0.0)",,6.3,,12541.6,,2848.4,
,,22.0,,"(-214.9, 7.4, 94.7)",,"(-7.3, 0.6, 0.0)",,7.3,,10178.7,,2446.1,
,,23.0,,"(-217.8, 12.1, 90.9)",,"(-3.0, 4.7, -3.8)",,6.7,,11915.2,,2799.2,
"12_(0, 255, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,"(-221.6, 28.5, 49.2)",,,,,,2781.9,,983.9,
,,21.0,,"(-234.2, 32.7, 45.5)",,"(-12.6, 4.2, -3.8)",,13.8,,4766.1,,1437.3,
,,22.0,,"(-236.5, 32.5, 45.5)",,"(-2.3, -0.2, 0.0)",,2.3,,5286.2,,1525.0,
,,23.0,,"(-242.0, 39.5, 45.5)",,"(-5.5, 7.1, 0.0)",,9.0,,4388.8,,1359.9,
"13_(0, 255, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-128.0, -38.3, 53.0)",,,,,,142158.0,,17335.1,
,,1.0,,"(-132.3, -33.6, 45.5)",,"(-4.3, 4.7, -7.6)",,9.9,,135998.8,,18162.7,
,,2.0,,"(-131.0, -36.3, 53.0)",,"(1.3, -2.7, 7.6)",,8.1,,135404.4,,17689.3,
,,3.0,,"(-130.0, -37.6, 49.2)",,"(1.0, -1.4, -3.8)",,4.1,,163862.6,,19423.5,
,,4.0,,"(-132.1, -31.4, 56.8)",,"(-2.1, 6.2, 7.6)",,10.0,,161222.2,,19027.0,
,,5.0,,"(-139.9, -33.0, 56.8)",,"(-7.7, -1.5, 0.0)",,7.9,,164822.2,,18354.0,
,,6.0,,"(-139.3, -31.4, 56.8)",,"(0.5, 1.6, 0.0)",,1.7,,153967.9,,19303.9,
,,7.0,,"(-135.9, -37.4, 53.0)",,"(3.4, -6.1, -3.8)",,7.9,,171986.4,,19248.9,
,,8.0,,"(-139.6, -35.9, 53.0)",,"(-3.7, 1.6, 0.0)",,4.0,,158258.7,,18249.8,
,,9.0,,"(-139.2, -33.4, 53.0)",,"(0.4, 2.5, 0.0)",,2.6,,160538.1,,18908.8,
,,10.0,,"(-139.8, -31.0, 56.8)",,"(-0.6, 2.4, 3.8)",,4.5,,146326.6,,18264.1,
,,11.0,,"(-139.3, -37.1, 49.2)",,"(0.5, -6.1, -7.6)",,9.8,,159062.3,,18042.9,
,,12.0,,"(-138.2, -38.4, 49.2)",,"(1.1, -1.3, 0.0)",,1.7,,140272.7,,18566.0,
,,13.0,,"(-140.3, -35.2, 49.2)",,"(-2.1, 3.2, 0.0)",,3.8,,119399.3,,15416.1,
,,14.0,,"(-138.6, -41.8, 53.0)",,"(1.6, -6.5, 3.8)",,7.7,,141849.2,,17430.3,
,,15.0,,"(-141.3, -39.0, 49.2)",,"(-2.6, 2.7, -3.8)",,5.4,,152401.9,,20391.5,
,,16.0,,"(-141.1, -39.8, 49.2)",,"(0.2, -0.7, 0.0)",,0.8,,130394.0,,17762.8,
,,17.0,,"(-141.9, -39.0, 53.0)",,"(-0.8, 0.8, 3.8)",,3.9,,118245.4,,15740.3,
,,18.0,,"(-143.8, -35.0, 56.8)",,"(-1.9, 4.0, 3.8)",,5.8,,157663.1,,19535.4,
,,19.0,,"(-142.3, -38.4, 56.8)",,"(1.4, -3.4, 0.0)",,3.7,,145218.1,,16983.2,
,,20.0,,"(-147.2, -37.2, 49.2)",,"(-4.9, 1.3, -7.6)",,9.1,,141527.1,,17606.1,
,,21.0,,"(-147.8, -35.1, 53.0)",,"(-0.5, 2.1, 3.8)",,4.4,,160222.6,,19449.1,
,,22.0,,"(-148.6, -33.0, 45.5)",,"(-0.8, 2.0, -7.6)",,7.9,,145717.0,,17497.1,
,,23.0,,"(-147.8, -33.9, 49.2)",,"(0.8, -0.9, 3.8)",,4.0,,157124.8,,17896.6,
"15_(255, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-179.7, 10.4, 49.2)",,,,,,216782.3,,25016.9,
,,1.0,,"(-183.9, 7.4, 49.2)",,"(-4.2, -3.0, 0.0)",,5.2,,224130.1,,25327.3,
,,2.0,,"(-186.4, 4.8, 49.2)",,"(-2.5, -2.7, 0.0)",,3.7,,210365.7,,23982.8,
,,3.0,,"(-186.1, 4.3, 49.2)",,"(0.4, -0.5, 0.0)",,0.6,,214040.2,,25231.5,
,,4.0,,"(-186.0, 5.5, 53.0)",,"(0.1, 1.2, 3.8)",,4.0,,210576.4,,24524.5,
,,5.0,,"(-188.6, 7.3, 53.0)",,"(-2.6, 1.8, 0.0)",,3.1,,228293.9,,24713.6,
,,6.0,,"(-192.9, 10.9, 53.0)",,"(-4.3, 3.6, 0.0)",,5.6,,212083.5,,23438.2,
,,7.0,,"(-190.5, 5.7, 56.8)",,"(2.3, -5.2, 3.8)",,6.8,,208345.6,,23197.0,
,,8.0,,"(-191.5, 4.9, 53.0)",,"(-0.9, -0.8, -3.8)",,4.0,,213581.5,,24184.2,
,,9.0,,"(-193.6, 2.3, 53.0)",,"(-2.1, -2.6, 0.0)",,3.4,,223322.7,,23763.7,
,,10.0,,"(-193.4, 3.0, 56.8)",,"(0.3, 0.8, 3.8)",,3.9,,204446.1,,22781.9,
,,11.0,,"(-191.2, 4.0, 53.0)",,"(2.2, 1.0, -3.8)",,4.5,,198897.2,,23283.5,
,,12.0,,"(-194.9, 1.3, 56.8)",,"(-3.7, -2.8, 3.8)",,6.0,,189647.1,,22739.8,
,,13.0,,"(-195.7, 3.6, 53.0)",,"(-0.8, 2.3, -3.8)",,4.5,,186754.3,,22866.4,
,,14.0,,"(-194.0, 0.2, 53.0)",,"(1.7, -3.4, 0.0)",,3.8,,202621.9,,23084.9,
,,15.0,,"(-196.7, -1.3, 56.8)",,"(-2.7, -1.4, 3.8)",,4.9,,221635.6,,23915.7,
,,16.0,,"(-198.6, 1.9, 49.2)",,"(-1.9, 3.2, -7.6)",,8.4,,217208.5,,22794.9,
,,17.0,,"(-201.4, -5.2, 53.0)",,"(-2.8, -7.2, 3.8)",,8.6,,188821.4,,23121.0,
,,18.0,,"(-201.6, -3.2, 49.2)",,"(-0.3, 2.0, -3.8)",,4.3,,209491.0,,22953.8,
,,19.0,,"(-203.4, 1.8, 53.0)",,"(-1.8, 5.0, 3.8)",,6.6,,220438.2,,23685.7,
,,20.0,,"(-201.4, -1.2, 49.2)",,"(2.0, -3.0, -3.8)",,5.2,,239581.2,,26422.1,
,,21.0,,"(-205.1, 0.2, 49.2)",,"(-3.7, 1.4, 0.0)",,3.9,,219627.7,,23840.0,
,,22.0,,"(-203.8, 2.6, 49.2)",,"(1.3, 2.4, 0.0)",,2.7,,212941.8,,22072.8,
,,23.0,,"(-208.5, -0.4, 49.2)",,"(-4.7, -3.0, 0.0)",,5.6,,223207.1,,22812.6,
"16_(0, 85, 40)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-233.2, 44.6, 49.2)",,,,,,6580.6,,2140.8,
,,1.0,,"(-236.0, 43.1, 53.0)",,"(-2.9, -1.4, 3.8)",,5.0,,7144.5,,2053.0,
,,2.0,,"(-236.4, 42.9, 53.0)",,"(-0.4, -0.3, 0.0)",,0.5,,7697.0,,2187.0,
,,3.0,,"(-239.3, 37.7, 56.8)",,"(-2.9, -5.2, 3.8)",,7.0,,8639.7,,2315.9,
,,4.0,,"(-240.2, 37.9, 56.8)",,"(-0.9, 0.2, 0.0)",,1.0,,9598.9,,2437.3,
,,5.0,,"(-244.8, 42.4, 49.2)",,"(-4.6, 4.5, -7.6)",,9.9,,9444.6,,2421.9,
,,6.0,,"(-246.1, 40.2, 49.2)",,"(-1.3, -2.2, 0.0)",,2.6,,9714.8,,2537.2,
,,7.0,,"(-244.0, 36.8, 49.2)",,"(2.2, -3.4, 0.0)",,4.0,,11357.9,,2880.1,
,,8.0,,"(-248.6, 31.6, 45.5)",,"(-4.7, -5.2, -3.8)",,7.9,,7825.6,,2232.6,
,,9.0,,"(-246.8, 31.5, 45.5)",,"(1.8, -0.1, 0.0)",,1.8,,7396.1,,2146.1,
,,10.0,,"(-244.2, 31.7, 49.2)",,"(2.6, 0.2, 3.8)",,4.6,,6397.7,,1876.3,
,,11.0,,"(-243.8, 32.2, 53.0)",,"(0.4, 0.5, 3.8)",,3.8,,8583.8,,2356.6,
,,12.0,,"(-246.2, 31.0, 53.0)",,"(-2.3, -1.2, 0.0)",,2.7,,8413.0,,2261.1,
,,13.0,,"(-249.0, 32.3, 49.2)",,"(-2.9, 1.3, -3.8)",,4.9,,10803.5,,2737.8,
,,14.0,,"(-249.1, 25.5, 45.5)",,"(-0.1, -6.8, -3.8)",,7.8,,9251.0,,2402.2,
,,15.0,,"(-249.2, 23.2, 45.5)",,"(-0.1, -2.3, 0.0)",,2.3,,8257.4,,2196.6,
,,16.0,,"(-250.1, 28.4, 45.5)",,"(-0.9, 5.2, 0.0)",,5.2,,9553.0,,2531.0,
,,17.0,,"(-254.3, 27.3, 45.5)",,"(-4.2, -1.1, 0.0)",,4.3,,7697.0,,2136.8,
,,18.0,,"(-252.6, 34.2, 45.5)",,"(1.7, 6.9, 0.0)",,7.1,,7729.7,,2216.9,
,,19.0,,"(-255.5, 37.1, 45.5)",,"(-2.8, 2.8, 0.0)",,4.0,,8002.2,,2153.1,
,,20.0,,"(-252.7, 41.2, 49.2)",,"(2.8, 4.2, 3.8)",,6.3,,9880.1,,2483.4,
,,21.0,,"(-254.6, 45.2, 49.2)",,"(-1.9, 4.0, 0.0)",,4.4,,9648.6,,2471.3,
,,22.0,,"(-254.5, 44.1, 49.2)",,"(0.1, -1.0, 0.0)",,1.0,,7765.1,,2127.9,
,,23.0,,"(-257.6, 46.3, 49.2)",,"(-3.1, 2.1, 0.0)",,3.8,,9340.5,,2523.9,
"17_(120, 255, 200)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-244.4, 44.7, 56.8)",,,,,,7221.4,,2111.1,
,,1.0,,"(-247.9, 41.4, 56.8)",,"(-3.5, -3.2, 0.0)",,4.7,,8217.1,,2396.5,
,,2.0,,"(-249.4, 43.4, 60.6)",,"(-1.5, 2.0, 3.8)",,4.5,,9252.4,,2581.7,
,,3.0,,"(-251.9, 35.4, 68.2)",,"(-2.5, -8.0, 7.6)",,11.3,,6993.1,,2058.4,
,,4.0,,"(-251.3, 32.4, 72.0)",,"(0.6, -3.0, 3.8)",,4.8,,8698.8,,2543.3,
,,5.0,,"(-254.7, 38.1, 68.2)",,"(-3.5, 5.7, -3.8)",,7.7,,7378.8,,2105.4,
,,6.0,,"(-260.6, 40.5, 60.6)",,"(-5.9, 2.4, -7.6)",,9.9,,7397.1,,2054.2,
,,7.0,,"(-260.9, 36.8, 56.8)",,"(-0.3, -3.7, -3.8)",,5.3,,8544.1,,2266.3,
,,8.0,,"(-263.6, 35.8, 64.4)",,"(-2.7, -1.0, 7.6)",,8.1,,8267.6,,2384.8,
,,9.0,,"(-261.0, 38.5, 64.4)",,"(2.6, 2.7, 0.0)",,3.7,,8198.3,,2322.4,
,,10.0,,"(-262.2, 39.3, 68.2)",,"(-1.1, 0.8, 3.8)",,4.0,,8481.4,,2264.6,
,,11.0,,"(-259.4, 29.1, 72.0)",,"(2.8, -10.2, 3.8)",,11.2,,9084.8,,2420.0,
,,12.0,,"(-260.9, 22.2, 79.5)",,"(-1.5, -6.9, 7.6)",,10.3,,10485.7,,2690.5,
,,13.0,,"(-261.0, 17.2, 75.8)",,"(-0.1, -5.0, -3.8)",,6.3,,7362.7,,2098.1,
,,14.0,,"(-259.9, 16.0, 75.8)",,"(1.1, -1.2, 0.0)",,1.6,,7918.1,,2246.0,
,,15.0,,"(-261.7, 17.2, 75.8)",,"(-1.7, 1.2, 0.0)",,2.1,,7495.1,,2259.4,
,,16.0,,"(-263.5, 32.9, 68.2)",,"(-1.8, 15.7, -7.6)",,17.5,,6387.4,,1928.6,
,,17.0,,"(-269.2, 36.2, 68.2)",,"(-5.7, 3.3, 0.0)",,6.6,,8618.4,,2433.8,
,,18.0,,"(-269.5, 32.7, 64.4)",,"(-0.4, -3.5, -3.8)",,5.2,,8753.2,,2299.4,
,,19.0,,"(-275.5, 33.8, 60.6)",,"(-5.9, 1.1, -3.8)",,7.1,,9960.7,,2600.4,
,,20.0,,"(-280.8, 30.2, 53.0)",,"(-5.3, -3.7, -7.6)",,10.0,,6805.6,,1923.9,
,,21.0,,"(-283.7, 27.9, 53.0)",,"(-2.9, -2.2, 0.0)",,3.7,,8404.6,,2169.0,
,,22.0,,"(-284.4, 29.7, 53.0)",,"(-0.7, 1.8, 0.0)",,1.9,,7370.9,,2000.4,
,,23.0,,"(-286.6, 31.3, 53.0)",,"(-2.2, 1.6, 0.0)",,2.7,,7529.7,,2097.6,
"18_(120, 255, 200)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-203.5, 19.8, 68.2)",,,,,,3897.5,,1245.0,
,,1.0,,"(-206.2, 23.2, 72.0)",,"(-2.7, 3.4, 3.8)",,5.8,,4520.4,,1378.5,
,,2.0,,"(-205.0, 31.3, 75.8)",,"(1.2, 8.1, 3.8)",,9.0,,5913.2,,1713.4,
,,3.0,,"(-199.6, 48.0, 75.8)",,"(5.3, 16.7, 0.0)",,17.5,,8544.1,,2307.4,
,,4.0,,"(-195.7, 55.5, 75.8)",,"(3.9, 7.5, 0.0)",,8.4,,5634.3,,1743.6,
,,5.0,,"(-197.3, 51.9, 79.5)",,"(-1.5, -3.6, 3.8)",,5.4,,6015.9,,1779.6,
,,6.0,,"(-201.3, 56.3, 75.8)",,"(-4.0, 4.4, -3.8)",,7.1,,6973.5,,2081.0,
,,7.0,,"(-194.0, 58.8, 79.5)",,"(7.3, 2.5, 3.8)",,8.6,,6731.3,,2032.1,
,,8.0,,"(-203.7, 50.9, 79.5)",,"(-9.7, -7.8, 0.0)",,12.5,,6552.8,,1871.7,
,,9.0,,"(-201.7, 53.8, 79.5)",,"(2.1, 2.8, 0.0)",,3.5,,4952.2,,1556.3,
,,10.0,,"(-198.9, 56.1, 79.5)",,"(2.8, 2.4, 0.0)",,3.7,,4761.2,,1549.6,
,,11.0,,"(-199.8, 55.8, 79.5)",,"(-0.9, -0.4, 0.0)",,1.0,,8728.3,,2180.9,
,,12.0,,"(-202.9, 58.1, 75.8)",,"(-3.1, 2.3, -3.8)",,5.4,,6934.3,,1894.9,
,,13.0,,"(-201.2, 56.2, 75.8)",,"(1.8, -1.9, 0.0)",,2.6,,6640.9,,1854.8,
,,14.0,,"(-202.6, 48.9, 79.5)",,"(-1.4, -7.4, 3.8)",,8.4,,7328.4,,2078.3,
,,15.0,,"(-200.0, 41.6, 83.3)",,"(2.6, -7.2, 3.8)",,8.5,,5470.7,,1689.1,
,,16.0,,"(-197.3, 44.5, 83.3)",,"(2.7, 2.9, 0.0)",,3.9,,6415.5,,1831.7,
,,17.0,,"(-200.0, 47.1, 83.3)",,"(-2.7, 2.6, 0.0)",,3.7,,7487.8,,2021.2,
,,18.0,,"(-202.7, 37.6, 83.3)",,"(-2.8, -9.5, 0.0)",,9.9,,8152.3,,2138.3,
,,19.0,,"(-203.6, 43.4, 83.3)",,"(-0.8, 5.8, 0.0)",,5.9,,7548.2,,2055.4,
,,20.0,,"(-209.4, 58.0, 75.8)",,"(-5.9, 14.6, -7.6)",,17.5,,8363.5,,2086.8,
,,21.0,,"(-210.7, 55.6, 75.8)",,"(-1.2, -2.4, 0.0)",,2.7,,7878.8,,2041.7,
,,22.0,,"(-215.1, 56.9, 72.0)",,"(-4.4, 1.3, -3.8)",,6.0,,9207.9,,2334.2,
,,23.0,,"(-215.8, 55.5, 75.8)",,"(-0.7, -1.3, 3.8)",,4.1,,7903.1,,2071.2,
"19_(120, 255, 200)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-194.4, -0.1, 75.8)",,,,,,4454.3,,1405.1,
,,1.0,,"(-193.4, -5.3, 79.5)",,"(1.0, -5.1, 3.8)",,6.5,,5468.6,,1594.3,
,,2.0,,"(-196.8, 3.5, 75.8)",,"(-3.4, 8.7, -3.8)",,10.1,,7028.0,,1894.5,
,,3.0,,"(-192.8, 5.9, 83.3)",,"(4.1, 2.4, 7.6)",,8.9,,7195.8,,1991.4,
,,4.0,,"(-195.8, 11.4, 83.3)",,"(-3.1, 5.5, 0.0)",,6.3,,6752.7,,1849.3,
,,5.0,,"(-198.7, 13.2, 83.3)",,"(-2.8, 1.8, 0.0)",,3.4,,7298.6,,2136.4,
,,6.0,,"(-200.7, 9.8, 83.3)",,"(-2.0, -3.4, 0.0)",,4.0,,8239.0,,2176.4,
,,7.0,,"(-191.0, 9.5, 87.1)",,"(9.7, -0.2, 3.8)",,10.4,,7194.6,,1981.6,
,,8.0,,"(-206.5, 11.5, 75.8)",,"(-15.5, 1.9, -11.4)",,19.3,,7252.8,,2156.0,
,,9.0,,"(-206.9, 6.3, 79.5)",,"(-0.5, -5.1, 3.8)",,6.4,,7962.3,,2242.2,
,,10.0,,"(-205.7, 8.7, 83.3)",,"(1.3, 2.4, 3.8)",,4.7,,7847.1,,2110.7,
,,11.0,,"(-203.1, 6.6, 79.5)",,"(2.6, -2.2, -3.8)",,5.1,,9429.0,,2388.7,
,,12.0,,"(-207.6, 5.3, 79.5)",,"(-4.5, -1.3, 0.0)",,4.7,,8753.2,,2238.8,
,,13.0,,"(-205.7, 7.9, 75.8)",,"(1.9, 2.6, -3.8)",,4.9,,8494.8,,2215.7,
,,14.0,,"(-208.1, 6.1, 75.8)",,"(-2.4, -1.7, 0.0)",,3.0,,7797.4,,2110.9,
,,15.0,,"(-208.6, 5.7, 75.8)",,"(-0.5, -0.5, 0.0)",,0.7,,7081.3,,2044.1,
,,16.0,,"(-200.7, 8.6, 83.3)",,"(8.0, 2.9, 7.6)",,11.4,,7248.3,,2115.7,
,,17.0,,"(-214.6, 5.7, 75.8)",,"(-13.9, -2.9, -7.6)",,16.1,,7772.6,,2082.1,
,,18.0,,"(-218.0, -2.0, 72.0)",,"(-3.4, -7.7, -3.8)",,9.2,,8580.7,,2463.9,
,,19.0,,"(-211.4, 0.0, 79.5)",,"(6.6, 2.0, 7.6)",,10.2,,5026.0,,1777.9,
,,20.0,,"(-211.4, 4.6, 79.5)",,"(-0.0, 4.6, 0.0)",,4.6,,5373.3,,1783.8,
,,21.0,,"(-211.0, 3.1, 79.5)",,"(0.4, -1.5, 0.0)",,1.5,,8302.1,,2245.5,
,,22.0,,"(-214.8, 2.7, 75.8)",,"(-3.7, -0.4, -3.8)",,5.3,,8750.4,,2357.6,
,,23.0,,"(-223.0, 5.3, 75.8)",,"(-8.2, 2.6, 0.0)",,8.6,,7820.8,,2154.1,
"20_(255, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,"(-202.6, 55.9, 37.9)",,,,,,4210.2,,1342.5,
,,10.0,,"(-198.1, 62.2, 37.9)",,"(4.5, 6.3, 0.0)",,7.7,,4932.7,,1481.8,
,,11.0,,"(-201.6, 59.8, 34.1)",,"(-3.4, -2.4, -3.8)",,5.6,,4049.3,,1299.8,
,,12.0,,"(-204.4, 58.7, 34.1)",,"(-2.8, -1.1, 0.0)",,3.0,,4126.1,,1298.7,
,,13.0,,"(-202.8, 64.2, 37.9)",,"(1.5, 5.5, 3.8)",,6.8,,4459.5,,1458.2,
,,14.0,,"(-201.5, 62.8, 37.9)",,"(1.3, -1.3, 0.0)",,1.8,,4676.3,,1531.1,
,,15.0,,"(-200.1, 64.8, 37.9)",,"(1.4, 2.0, 0.0)",,2.4,,4282.6,,1391.0,
,,16.0,,"(-200.2, 65.6, 37.9)",,"(-0.1, 0.8, 0.0)",,0.8,,5143.2,,1595.2,
,,17.0,,"(-198.2, 68.0, 34.1)",,"(2.0, 2.3, -3.8)",,4.9,,4357.8,,1373.6,
,,18.0,,"(-200.9, 67.7, 34.1)",,"(-2.6, -0.3, 0.0)",,2.7,,4567.7,,1452.8,
,,19.0,,"(-199.4, 70.4, 37.9)",,"(1.5, 2.7, 3.8)",,4.9,,5544.4,,1741.9,
,,20.0,,"(-201.5, 71.6, 37.9)",,"(-2.2, 1.2, 0.0)",,2.5,,8022.7,,2189.3,
,,21.0,,"(-204.6, 70.9, 37.9)",,"(-3.0, -0.6, 0.0)",,3.1,,6438.9,,1779.9,
,,22.0,,"(-202.3, 73.2, 37.9)",,"(2.3, 2.2, 0.0)",,3.2,,5263.6,,1655.7,
,,23.0,,"(-207.5, 68.8, 37.9)",,"(-5.1, -4.4, 0.0)",,6.8,,6160.5,,1769.2,
"21_(135, 50, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-196.4, -14.3, 90.9)",,,,,,4923.2,,1649.9,
,,1.0,,"(-196.5, -10.3, 94.7)",,"(-0.1, 4.0, 3.8)",,5.5,,6929.6,,1915.6,
