Cell ID,,Timepoint, ,Position,  ,Displacement Vector,   ,Distance Traveled,    ,Volume,     ,Surface Area,      
,,20.0,,"(-228.9, -5.1, 11.4)",,"(-0.3, 12.6, -7.6)",,14.7,,2589.9,,957.8,
,,21.0,,"(-235.5, 3.4, 11.4)",,"(-6.6, 8.5, 0.0)",,10.8,,3746.7,,1219.3,
,,22.0,,"(-239.5, -0.3, 11.4)",,"(-4.0, -3.7, 0.0)",,5.5,,3488.9,,1184.9,
,,23.0,,"(-243.7, -7.8, 15.2)",,"(-4.2, -7.5, 3.8)",,9.4,,4178.5,,1300.3,
,,24.0,,"(-245.4, -17.3, 11.4)",,"(-1.7, -9.5, -3.8)",,10.3,,3775.1,,1273.0,
,,25.0,,"(-250.8, -21.5, 11.4)",,"(-5.4, -4.2, 0.0)",,6.8,,3510.1,,1206.9,
,,26.0,,"(-256.1, -17.4, 11.4)",,"(-5.4, 4.1, 0.0)",,6.8,,4296.1,,1410.0,
,,27.0,,"(-259.0, -16.8, 15.2)",,"(-2.9, 0.5, 3.8)",,4.8,,3854.8,,1297.4,
,,28.0,,"(-268.6, -11.3, 15.2)",,"(-9.6, 5.5, 0.0)",,11.0,,4829.6,,1467.6,
,,29.0,,"(-272.4, -15.3, 15.2)",,"(-3.8, -4.0, 0.0)",,5.5,,4996.1,,1548.5,
,,30.0,,"(-270.3, -18.3, 18.9)",,"(2.1, -2.9, 3.8)",,5.2,,4551.9,,1410.2,
"8_(0, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-191.7, 62.0, 34.1)",,,,,,5441.6,,1741.1,
,,1.0,,"(-193.4, 59.5, 30.3)",,"(-1.8, -2.5, -3.8)",,4.9,,4810.2,,1483.3,
,,2.0,,"(-194.7, 64.5, 34.1)",,"(-1.2, 5.1, 3.8)",,6.4,,5260.9,,1679.4,
,,3.0,,"(-201.1, 63.7, 41.7)",,"(-6.4, -0.8, 7.6)",,10.0,,6094.3,,1826.4,
,,4.0,,"(-201.9, 71.4, 45.5)",,"(-0.8, 7.6, 3.8)",,8.6,,6624.3,,1845.2,
,,5.0,,"(-201.4, 75.5, 45.5)",,"(0.4, 4.1, 0.0)",,4.2,,6313.4,,1785.4,
,,6.0,,"(-207.1, 73.9, 53.0)",,"(-5.6, -1.6, 7.6)",,9.6,,5235.6,,1661.5,
,,7.0,,"(-211.1, 65.0, 56.8)",,"(-4.0, -8.9, 3.8)",,10.5,,5673.2,,1793.7,
,,8.0,,"(-213.1, 49.1, 53.0)",,"(-2.0, -15.8, -3.8)",,16.4,,4665.0,,1561.7,
,,9.0,,"(-212.9, 52.8, 53.0)",,"(0.2, 3.7, 0.0)",,3.7,,5198.0,,1613.7,
,,10.0,,"(-212.3, 56.2, 49.2)",,"(0.6, 3.3, -3.8)",,5.1,,6274.7,,1856.5,
,,11.0,,"(-210.1, 55.5, 49.2)",,"(2.2, -0.6, 0.0)",,2.3,,6474.3,,1890.9,
,,12.0,,"(-215.8, 50.9, 45.5)",,"(-5.7, -4.6, -3.8)",,8.3,,5583.3,,1682.9,
,,13.0,,"(-222.5, 43.2, 45.5)",,"(-6.8, -7.7, 0.0)",,10.2,,4832.1,,1594.7,
,,14.0,,"(-220.9, 48.0, 45.5)",,"(1.6, 4.9, 0.0)",,5.1,,5535.6,,1664.8,
,,15.0,,"(-223.1, 46.5, 45.5)",,"(-2.2, -1.6, 0.0)",,2.7,,5882.1,,1790.4,
,,16.0,,"(-226.8, 43.7, 56.8)",,"(-3.6, -2.8, 11.4)",,12.3,,7720.3,,2072.9,
,,17.0,,"(-232.0, 40.6, 56.8)",,"(-5.2, -3.1, 0.0)",,6.1,,6722.8,,1952.6,
,,18.0,,"(-239.8, 24.8, 64.4)",,"(-7.8, -15.7, 7.6)",,19.1,,7405.7,,2194.6,
,,19.0,,"(-238.7, 20.9, 60.6)",,"(1.1, -4.0, -3.8)",,5.6,,6097.8,,1836.7,
,,20.0,,"(-237.4, 31.9, 60.6)",,"(1.3, 11.0, 0.0)",,11.1,,7133.1,,2002.0,
,,21.0,,"(-236.5, 41.1, 53.0)",,"(0.9, 9.2, -7.6)",,11.9,,5375.3,,1900.9,
,,22.0,,"(-238.9, 39.0, 60.6)",,"(-2.4, -2.1, 7.6)",,8.2,,5609.5,,1718.9,
,,23.0,,"(-240.1, 28.7, 60.6)",,"(-1.2, -10.3, 0.0)",,10.3,,7148.9,,2043.7,
,,24.0,,"(-246.8, 24.2, 64.4)",,"(-6.7, -4.5, 3.8)",,8.9,,6994.0,,2014.3,
,,25.0,,"(-250.3, 13.2, 64.4)",,"(-3.5, -11.0, 0.0)",,11.5,,7456.7,,2013.0,
,,26.0,,"(-250.3, 17.2, 68.2)",,"(-0.0, 3.9, 3.8)",,5.5,,8514.7,,2145.1,
,,27.0,,"(-253.5, 13.9, 68.2)",,"(-3.2, -3.2, 0.0)",,4.6,,5392.1,,1779.8,
,,28.0,,"(-249.6, 11.9, 64.4)",,"(3.9, -2.0, -3.8)",,5.8,,764.2,,757.3,
,,29.0,,"(-254.0, 17.1, 64.4)",,"(-4.4, 5.2, 0.0)",,6.8,,2075.2,,852.4,
,,30.0,,"(-255.7, 19.6, 68.2)",,"(-1.7, 2.4, 3.8)",,4.8,,3690.1,,1225.3,
"9_(0, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,"(-240.3, -42.5, 18.9)",,,,,,2380.9,,911.3,
,,19.0,,"(-233.5, -46.8, 18.9)",,"(6.8, -4.3, 0.0)",,8.1,,3305.9,,1134.5,
,,20.0,,"(-232.4, -37.1, 18.9)",,"(1.1, 9.7, 0.0)",,9.8,,3036.2,,1081.7,
,,21.0,,"(-232.9, -29.8, 18.9)",,"(-0.5, 7.3, 0.0)",,7.3,,3098.6,,1099.2,
,,22.0,,"(-231.7, -33.6, 18.9)",,"(1.2, -3.8, 0.0)",,4.0,,3654.6,,1201.0,
,,23.0,,"(-236.9, -38.2, 18.9)",,"(-5.3, -4.6, 0.0)",,7.0,,4244.9,,1318.3,
,,24.0,,"(-242.9, -46.0, 26.5)",,"(-6.0, -7.8, 7.6)",,12.4,,3033.6,,1104.9,
,,25.0,,"(-244.5, -47.8, 22.7)",,"(-1.6, -1.8, -3.8)",,4.5,,4288.8,,1343.7,
,,26.0,,"(-249.1, -44.0, 26.5)",,"(-4.6, 3.8, 3.8)",,7.1,,3994.0,,1288.4,
,,27.0,,"(-255.6, -42.6, 26.5)",,"(-6.4, 1.4, 0.0)",,6.6,,3328.2,,1157.1,
,,28.0,,"(-261.4, -38.9, 22.7)",,"(-5.8, 3.7, -3.8)",,7.9,,5141.1,,1536.3,
,,29.0,,"(-265.9, -41.5, 30.3)",,"(-4.5, -2.6, 7.6)",,9.2,,5676.8,,1647.7,
,,30.0,,"(-265.8, -37.5, 37.9)",,"(0.1, 4.0, 7.6)",,8.6,,6160.5,,1767.7,
"12_(0, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,"(-345.8, 24.7, 26.5)",,,,,,1998.8,,845.1,
,,28.0,,"(-351.8, 45.2, 26.5)",,"(-6.0, 20.5, 0.0)",,21.3,,2727.2,,1002.5,
,,29.0,,"(-357.9, 42.8, 22.7)",,"(-6.1, -2.4, -3.8)",,7.6,,4202.7,,1349.0,
,,30.0,,"(-355.6, 51.2, 30.3)",,"(2.3, 8.4, 7.6)",,11.5,,4186.6,,1327.2,
"13_(0, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,"(-244.9, 43.2, 49.2)",,,,,,1851.6,,774.5,
,,29.0,,"(-246.7, 36.7, 49.2)",,"(-1.8, -6.5, 0.0)",,6.7,,2363.7,,928.0,
,,30.0,,"(-246.0, 43.7, 53.0)",,"(0.7, 7.0, 3.8)",,8.0,,3235.3,,1143.5,
"14_(0, 255, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-168.5, -2.2, 53.0)",,,,,,168623.2,,18902.9,
,,1.0,,"(-171.2, -3.3, 45.5)",,"(-2.8, -1.1, -7.6)",,8.1,,159868.6,,18415.0,
,,2.0,,"(-172.0, -4.5, 49.2)",,"(-0.7, -1.2, 3.8)",,4.0,,152513.0,,18609.6,
,,3.0,,"(-177.2, -4.8, 53.0)",,"(-5.2, -0.3, 3.8)",,6.5,,164604.5,,18945.0,
,,4.0,,"(-179.7, 4.4, 56.8)",,"(-2.5, 9.2, 3.8)",,10.3,,167425.4,,18679.5,
,,5.0,,"(-179.1, 8.1, 53.0)",,"(0.6, 3.7, -3.8)",,5.4,,152211.9,,17929.0,
,,6.0,,"(-179.6, 0.8, 53.0)",,"(-0.5, -7.4, 0.0)",,7.4,,135812.9,,17098.9,
,,7.0,,"(-181.8, -6.2, 56.8)",,"(-2.2, -7.0, 3.8)",,8.2,,168219.6,,19696.5,
,,8.0,,"(-179.4, -15.8, 56.8)",,"(2.3, -9.6, 0.0)",,9.9,,172112.9,,19987.3,
,,9.0,,"(-180.8, -9.3, 56.8)",,"(-1.4, 6.5, 0.0)",,6.7,,166300.3,,19831.9,
,,10.0,,"(-182.8, -7.1, 53.0)",,"(-2.0, 2.2, -3.8)",,4.8,,167670.9,,18492.8,
,,11.0,,"(-181.0, -7.8, 53.0)",,"(1.8, -0.7, 0.0)",,1.9,,164386.6,,19615.0,
,,12.0,,"(-184.4, -6.8, 53.0)",,"(-3.4, 1.0, 0.0)",,3.6,,164962.3,,19075.8,
,,13.0,,"(-185.5, -8.8, 53.0)",,"(-1.0, -2.0, 0.0)",,2.2,,159240.9,,19110.5,
,,14.0,,"(-186.1, -3.4, 56.8)",,"(-0.6, 5.4, 3.8)",,6.6,,160866.8,,18364.8,
,,15.0,,"(-187.5, -3.9, 45.5)",,"(-1.5, -0.5, -11.4)",,11.5,,159226.8,,17580.6,
,,16.0,,"(-188.5, -4.0, 53.0)",,"(-1.0, -0.1, 7.6)",,7.6,,155644.4,,17741.4,
,,17.0,,"(-190.6, 2.5, 53.0)",,"(-2.1, 6.5, 0.0)",,6.8,,160903.3,,19029.3,
,,18.0,,"(-192.3, -7.4, 53.0)",,"(-1.8, -9.9, 0.0)",,10.1,,168736.4,,18550.0,
,,19.0,,"(-189.7, -6.0, 53.0)",,"(2.7, 1.4, 0.0)",,3.0,,185941.8,,19931.1,
,,20.0,,"(-191.5, -3.6, 49.2)",,"(-1.8, 2.4, -3.8)",,4.8,,161525.2,,17986.9,
,,21.0,,"(-194.3, -3.9, 49.2)",,"(-2.8, -0.3, 0.0)",,2.8,,161942.6,,17140.6,
,,22.0,,"(-193.3, -5.1, 45.5)",,"(1.1, -1.1, -3.8)",,4.1,,152390.7,,16765.2,
,,23.0,,"(-195.1, -5.8, 49.2)",,"(-1.9, -0.7, 3.8)",,4.3,,160039.1,,17868.1,
,,24.0,,"(-197.6, -4.3, 49.2)",,"(-2.4, 1.5, 0.0)",,2.8,,165181.3,,17543.9,
,,25.0,,"(-196.6, -6.1, 49.2)",,"(1.0, -1.8, 0.0)",,2.0,,167148.8,,19123.9,
,,26.0,,"(-197.8, -0.4, 45.5)",,"(-1.2, 5.6, -3.8)",,6.9,,162793.3,,20116.4,
,,27.0,,"(-199.5, -1.1, 53.0)",,"(-1.7, -0.7, 7.6)",,7.8,,159965.7,,18245.3,
,,28.0,,"(-199.8, 3.6, 49.2)",,"(-0.3, 4.7, -3.8)",,6.0,,175305.7,,19082.2,
,,29.0,,"(-199.7, -1.4, 49.2)",,"(0.1, -5.0, 0.0)",,5.0,,184978.9,,20253.2,
,,30.0,,"(-198.8, 0.5, 56.8)",,"(0.9, 1.9, 7.6)",,7.9,,191244.3,,20512.7,
"15_(0, 255, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,"(-177.5, 21.6, 90.9)",,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"16_(255, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-220.8, -7.9, 37.9)",,,,,,211635.9,,23037.1,
,,1.0,,"(-222.2, -6.9, 37.9)",,"(-1.4, 1.0, 0.0)",,1.7,,222886.2,,22081.1,
,,2.0,,"(-221.1, -4.9, 34.1)",,"(1.1, 1.9, -3.8)",,4.4,,218642.1,,21909.1,
,,3.0,,"(-228.2, -5.4, 34.1)",,"(-7.1, -0.4, 0.0)",,7.1,,235482.1,,22435.5,
,,4.0,,"(-231.3, 5.5, 41.7)",,"(-3.1, 10.8, 7.6)",,13.6,,215356.8,,21912.8,
,,5.0,,"(-230.4, 10.3, 45.5)",,"(0.9, 4.8, 3.8)",,6.2,,223427.2,,23132.0,
,,6.0,,"(-232.8, 8.8, 49.2)",,"(-2.4, -1.5, 3.8)",,4.7,,237844.7,,22570.5,
,,7.0,,"(-238.5, -2.1, 49.2)",,"(-5.7, -10.9, 0.0)",,12.3,,234487.2,,22289.9,
,,8.0,,"(-236.9, -19.0, 45.5)",,"(1.6, -16.9, -3.8)",,17.4,,232129.8,,22152.3,
,,9.0,,"(-240.5, -6.8, 41.7)",,"(-3.6, 12.1, -3.8)",,13.2,,224630.0,,22416.5,
,,10.0,,"(-239.4, -7.7, 41.7)",,"(1.0, -0.9, 0.0)",,1.4,,229854.1,,22629.6,
,,11.0,,"(-242.8, -4.4, 41.7)",,"(-3.3, 3.3, 0.0)",,4.7,,225456.5,,22031.9,
,,12.0,,"(-247.7, -5.3, 41.7)",,"(-5.0, -0.9, 0.0)",,5.0,,240531.5,,21534.5,
,,13.0,,"(-249.9, -9.2, 45.5)",,"(-2.1, -4.0, 3.8)",,5.9,,236048.1,,22041.3,
,,14.0,,"(-253.1, -6.5, 45.5)",,"(-3.2, 2.8, 0.0)",,4.3,,238849.5,,21736.3,
,,15.0,,"(-255.6, -7.0, 45.5)",,"(-2.5, -0.5, 0.0)",,2.5,,259641.2,,23839.3,
,,16.0,,"(-260.3, -8.9, 45.5)",,"(-4.7, -1.9, 0.0)",,5.1,,284652.4,,23797.3,
,,17.0,,"(-265.5, -3.0, 45.5)",,"(-5.2, 6.0, 0.0)",,7.9,,238899.7,,21858.4,
,,18.0,,"(-274.1, -8.7, 45.5)",,"(-8.6, -5.8, 0.0)",,10.3,,231359.4,,22130.6,
,,19.0,,"(-275.6, -9.8, 41.7)",,"(-1.5, -1.1, -3.8)",,4.2,,255529.3,,23146.3,
,,20.0,,"(-279.2, -3.4, 41.7)",,"(-3.5, 6.4, 0.0)",,7.3,,262334.6,,24138.2,
,,21.0,,"(-284.9, -4.8, 45.5)",,"(-5.8, -1.4, 3.8)",,7.0,,264727.9,,23340.2,
,,22.0,,"(-286.6, -11.8, 37.9)",,"(-1.7, -7.0, -7.6)",,10.4,,251293.1,,22592.3,
,,23.0,,"(-290.2, -13.2, 37.9)",,"(-3.5, -1.4, 0.0)",,3.8,,241618.6,,22692.2,
,,24.0,,"(-293.4, -6.4, 37.9)",,"(-3.2, 6.8, 0.0)",,7.5,,267769.3,,23211.6,
,,25.0,,"(-297.2, -9.3, 37.9)",,"(-3.8, -2.9, 0.0)",,4.8,,289863.5,,23908.6,
,,26.0,,"(-304.6, -7.5, 37.9)",,"(-7.4, 1.8, 0.0)",,7.6,,271867.9,,23397.1,
,,27.0,,"(-309.0, -5.1, 37.9)",,"(-4.4, 2.4, 0.0)",,5.1,,279235.7,,23279.2,
,,28.0,,"(-314.3, 0.3, 37.9)",,"(-5.3, 5.4, 0.0)",,7.6,,287641.4,,23515.1,
,,29.0,,"(-322.6, -3.1, 34.1)",,"(-8.3, -3.4, -3.8)",,9.7,,282038.1,,24484.2,
,,30.0,,"(-319.8, 0.0, 41.7)",,"(2.8, 3.1, 7.6)",,8.6,,286920.0,,24514.6,
"17_(255, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-153.6, -64.7, 41.7)",,,,,,7182.3,,2086.1,
,,1.0,,"(-152.2, -60.4, 37.9)",,"(1.4, 4.4, -3.8)",,5.9,,4151.1,,1472.7,
,,2.0,,"(-151.3, -37.2, 15.2)",,"(0.9, 23.2, -22.7)",,32.5,,6481.5,,2022.9,
,,3.0,,"(-154.7, -40.0, 15.2)",,"(-3.4, -2.8, 0.0)",,4.4,,7088.7,,2147.1,
,,4.0,,"(-158.8, -30.0, 15.2)",,"(-4.1, 10.1, 0.0)",,10.9,,6464.2,,1951.8,
,,5.0,,"(-160.2, -22.0, 15.2)",,"(-1.3, 7.9, 0.0)",,8.0,,7957.4,,2174.9,
,,6.0,,"(-159.4, -9.2, 15.2)",,"(0.8, 12.8, 0.0)",,12.9,,8073.4,,2392.3,
,,7.0,,"(-162.8, -2.5, 11.4)",,"(-3.5, 6.7, -3.8)",,8.4,,4846.9,,1728.4,
,,8.0,,"(-163.4, -24.7, 15.2)",,"(-0.6, -22.2, 3.8)",,22.5,,6105.3,,2053.5,
,,9.0,,"(-162.8, -20.9, 15.2)",,"(0.6, 3.8, 0.0)",,3.9,,5853.8,,1918.3,
,,10.0,,"(-168.1, -22.2, 11.4)",,"(-5.3, -1.4, -3.8)",,6.7,,5560.5,,1843.9,
,,11.0,,"(-165.6, -40.1, 15.2)",,"(2.5, -17.9, 3.8)",,18.5,,6455.5,,1985.2,
,,12.0,,"(-169.0, -45.3, 22.7)",,"(-3.4, -5.1, 7.6)",,9.7,,7154.3,,2059.1,
,,13.0,,"(-165.0, -51.4, 22.7)",,"(4.0, -6.2, 0.0)",,7.4,,3619.4,,1216.5,
,,14.0,,"(-164.3, -36.6, 30.3)",,"(0.7, 14.8, 7.6)",,16.7,,,,,
,,15.0,,"(-170.9, -36.4, 22.7)",,"(-6.6, 0.2, -7.6)",,10.0,,3204.5,,1139.1,
,,16.0,,"(-170.6, -41.3, 22.7)",,"(0.4, -4.9, 0.0)",,5.0,,3205.8,,1201.9,
,,17.0,,"(-172.0, -41.1, 26.5)",,"(-1.4, 0.2, 3.8)",,4.1,,3049.7,,1085.2,
,,18.0,,"(-174.9, -50.0, 26.5)",,"(-2.9, -8.8, 0.0)",,9.3,,2798.1,,1047.4,
,,19.0,,"(-175.7, -44.6, 26.5)",,"(-0.8, 5.3, 0.0)",,5.4,,3513.0,,1206.0,
,,20.0,,"(-174.7, -46.4, 26.5)",,"(1.0, -1.8, 0.0)",,2.1,,6930.4,,2325.6,
,,21.0,,"(-176.2, -51.3, 37.9)",,"(-1.4, -4.9, 11.4)",,12.4,,7449.8,,2390.9,
,,22.0,,"(-170.8, -48.0, 34.1)",,"(5.3, 3.3, -3.8)",,7.3,,3663.4,,1231.9,
,,23.0,,"(-172.8, -52.3, 37.9)",,"(-1.9, -4.3, 3.8)",,6.0,,3849.2,,1290.4,
,,24.0,,"(-173.2, -43.9, 30.3)",,"(-0.5, 8.4, -7.6)",,11.3,,4773.1,,1579.2,
,,25.0,,"(-171.3, -48.5, 30.3)",,"(2.0, -4.5, 0.0)",,4.9,,4425.6,,1424.7,
,,26.0,,"(-178.0, -43.6, 30.3)",,"(-6.7, 4.9, 0.0)",,8.3,,3908.8,,1303.1,
,,27.0,,"(-179.9, -41.1, 26.5)",,"(-1.9, 2.5, -3.8)",,4.9,,2506.8,,1003.4,
,,28.0,,"(-181.6, -15.1, 15.2)",,"(-1.7, 26.0, -11.4)",,28.4,,3806.8,,1650.5,
,,29.0,,"(-181.2, -19.5, 15.2)",,"(0.4, -4.3, 0.0)",,4.3,,4759.3,,1748.7,
,,30.0,,"(-182.2, -22.0, 18.9)",,"(-1.0, -2.6, 3.8)",,4.7,,3964.6,,1482.1,
"18_(255, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-161.2, 67.7, 53.0)",,,,,,4240.1,,1532.0,
,,1.0,,"(-167.0, 65.9, 45.5)",,"(-5.8, -1.8, -7.6)",,9.7,,4541.8,,1532.3,
,,2.0,,"(-164.0, 68.7, 45.5)",,"(3.0, 2.7, 0.0)",,4.1,,4272.2,,1514.6,
,,3.0,,"(-162.8, 69.8, 45.5)",,"(1.1, 1.2, 0.0)",,1.6,,4789.4,,1598.5,
,,4.0,,"(-155.3, 80.3, 45.5)",,"(7.6, 10.4, 0.0)",,12.9,,4162.7,,1449.6,
,,5.0,,"(-156.7, 81.7, 45.5)",,"(-1.4, 1.4, 0.0)",,2.0,,4846.4,,1653.9,
,,6.0,,"(-157.0, 77.7, 37.9)",,"(-0.4, -4.0, -7.6)",,8.6,,3991.4,,1525.2,
,,7.0,,"(-162.3, 67.9, 37.9)",,"(-5.3, -9.8, 0.0)",,11.2,,4356.9,,1514.7,
,,8.0,,"(-164.9, 51.0, 34.1)",,"(-2.6, -16.9, -3.8)",,17.5,,4176.4,,1526.1,
,,9.0,,"(-162.0, 62.0, 37.9)",,"(3.0, 11.0, 3.8)",,12.0,,6528.8,,2039.9,
,,10.0,,"(-158.6, 65.8, 34.1)",,"(3.3, 3.8, -3.8)",,6.3,,4510.3,,1595.7,
,,11.0,,"(-156.3, 72.0, 34.1)",,"(2.3, 6.2, 0.0)",,6.6,,4358.1,,1681.7,
,,12.0,,"(-160.9, 66.1, 34.1)",,"(-4.6, -6.0, 0.0)",,7.5,,4953.3,,1767.3,
,,13.0,,"(-164.5, 62.5, 34.1)",,"(-3.6, -3.6, 0.0)",,5.1,,4955.2,,1758.2,
,,14.0,,"(-160.2, 64.0, 30.3)",,"(4.3, 1.5, -3.8)",,5.9,,4962.6,,1695.5,
,,15.0,,"(-159.9, 69.8, 30.3)",,"(0.3, 5.7, 0.0)",,5.8,,4875.6,,1690.5,
,,16.0,,"(-159.6, 58.5, 30.3)",,"(0.3, -11.3, 0.0)",,11.3,,4130.6,,1509.7,
,,17.0,,"(-163.8, 56.1, 30.3)",,"(-4.3, -2.4, 0.0)",,4.9,,5906.7,,2022.1,
,,18.0,,"(-166.5, 45.4, 30.3)",,"(-2.7, -10.7, 0.0)",,11.0,,6318.9,,1990.0,
,,19.0,,"(-165.9, 34.5, 22.7)",,"(0.6, -10.8, -7.6)",,13.2,,5644.5,,2026.7,
,,20.0,,"(-165.7, 44.9, 22.7)",,"(0.2, 10.4, 0.0)",,10.4,,4325.9,,1642.4,
,,21.0,,"(-169.4, 37.6, 22.7)",,"(-3.7, -7.3, 0.0)",,8.2,,5252.6,,1810.3,
,,22.0,,"(-161.9, 34.2, 22.7)",,"(7.5, -3.4, 0.0)",,8.2,,7061.2,,2181.3,
,,23.0,,"(-166.7, 21.1, 18.9)",,"(-4.8, -13.1, -3.8)",,14.5,,5984.5,,1962.9,
,,24.0,,"(-164.0, 28.8, 22.7)",,"(2.7, 7.8, 3.8)",,9.1,,8274.4,,2503.3,
,,25.0,,"(-167.7, 16.9, 22.7)",,"(-3.8, -11.9, 0.0)",,12.5,,7516.3,,2328.5,
,,26.0,,"(-176.4, 26.5, 22.7)",,"(-8.6, 9.6, 0.0)",,12.9,,4352.3,,1838.5,
,,27.0,,"(-174.7, 18.2, 22.7)",,"(1.6, -8.4, 0.0)",,8.5,,5101.1,,1607.3,
,,28.0,,"(-172.2, 28.2, 22.7)",,"(2.6, 10.1, 0.0)",,10.4,,7287.6,,2358.2,
,,29.0,,"(-176.3, 12.8, 22.7)",,"(-4.1, -15.4, 0.0)",,16.0,,7079.1,,2022.4,
,,30.0,,"(-177.6, 14.9, 22.7)",,"(-1.3, 2.1, 0.0)",,2.4,,7348.7,,2049.0,
"19_(255, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,"(-167.8, -49.8, 41.7)",,,,,,1845.1,,830.3,
,,15.0,,"(-170.8, -59.3, 45.5)",,"(-2.9, -9.5, 3.8)",,10.6,,2982.4,,1097.8,
,,16.0,,"(-176.3, -61.9, 41.7)",,"(-5.6, -2.6, -3.8)",,7.2,,2300.4,,918.1,
,,17.0,,"(-184.8, -53.8, 37.9)",,"(-8.5, 8.1, -3.8)",,12.3,,3781.2,,1264.2,
,,18.0,,"(-179.9, -65.7, 41.7)",,"(4.9, -12.0, 3.8)",,13.5,,2665.5,,999.0,
