Cell ID,,Timepoint, ,Position,  ,Displacement Vector,   ,Distance Traveled,    ,Volume,     ,Surface Area,      
,,19.0,,"(-178.9, -63.3, 41.7)",,"(1.0, 2.5, 0.0)",,2.7,,2832.8,,1097.2,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"20_(255, 0, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,"(-178.4, -58.5, 53.0)",,,,,,4553.1,,1409.5,
,,23.0,,"(-184.7, -59.8, 56.8)",,"(-6.3, -1.4, 3.8)",,7.5,,2507.7,,954.7,
,,24.0,,"(-192.1, -59.9, 53.0)",,"(-7.4, -0.1, -3.8)",,8.3,,3800.1,,1367.4,
,,25.0,,"(-194.0, -59.0, 56.8)",,"(-1.9, 1.0, 3.8)",,4.3,,2520.3,,1007.4,
,,26.0,,"(-207.7, -53.0, 56.8)",,"(-13.7, 5.9, 0.0)",,14.9,,2671.6,,1072.5,
,,27.0,,"(-214.8, -48.4, 56.8)",,"(-7.2, 4.7, 0.0)",,8.6,,2516.6,,1044.9,
,,28.0,,"(-214.1, -42.6, 60.6)",,"(0.8, 5.7, 3.8)",,6.9,,2404.8,,1107.7,
,,29.0,,"(-216.0, -50.6, 56.8)",,"(-1.9, -8.0, -3.8)",,9.1,,4572.1,,1610.0,
,,30.0,,"(-211.8, -50.8, 49.2)",,"(4.2, -0.2, -7.6)",,8.7,,4577.2,,1566.3,
"21_(200, 200, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-135.3, -9.8, 7.6)",,,,,,4884.1,,1692.8,
,,1.0,,"(-139.6, -8.3, 7.6)",,"(-4.3, 1.5, 0.0)",,4.5,,6359.2,,1968.4,
,,2.0,,"(-136.7, -6.3, 7.6)",,"(2.9, 2.0, 0.0)",,3.5,,5035.4,,1770.5,
,,3.0,,"(-143.6, -5.5, 15.2)",,"(-6.9, 0.8, 7.6)",,10.3,,4418.6,,1515.9,
,,4.0,,"(-148.2, 0.2, 22.7)",,"(-4.6, 5.7, 7.6)",,10.5,,4933.8,,1578.6,
,,5.0,,"(-141.9, -2.5, 22.7)",,"(6.2, -2.6, 0.0)",,6.8,,5371.1,,1740.9,
,,6.0,,"(-138.2, -10.5, 22.7)",,"(3.7, -8.0, 0.0)",,8.8,,6337.5,,1932.6,
,,7.0,,"(-139.1, -11.6, 15.2)",,"(-0.9, -1.2, -7.6)",,7.7,,5766.4,,1835.2,
,,8.0,,"(-141.0, -22.2, 22.7)",,"(-1.9, -10.6, 7.6)",,13.1,,6141.7,,1960.2,
,,9.0,,"(-141.0, -20.0, 22.7)",,"(0.0, 2.2, 0.0)",,2.2,,5371.7,,1755.8,
,,10.0,,"(-146.2, -13.1, 15.2)",,"(-5.2, 6.9, -7.6)",,11.5,,5458.6,,1792.1,
,,11.0,,"(-141.7, -13.0, 18.9)",,"(4.5, 0.0, 3.8)",,5.9,,7470.3,,2213.5,
,,12.0,,"(-144.7, -11.3, 22.7)",,"(-3.0, 1.8, 3.8)",,5.2,,6238.1,,1949.3,
,,13.0,,"(-143.3, -17.8, 22.7)",,"(1.4, -6.5, 0.0)",,6.7,,4922.7,,1683.5,
,,14.0,,"(-134.0, -24.2, 22.7)",,"(9.3, -6.4, 0.0)",,11.3,,4953.6,,1698.1,
,,15.0,,"(-141.0, -19.4, 18.9)",,"(-7.0, 4.8, -3.8)",,9.3,,5513.2,,1825.7,
,,16.0,,"(-142.7, -18.0, 22.7)",,"(-1.7, 1.5, 3.8)",,4.4,,4957.0,,1596.9,
,,17.0,,"(-143.2, -19.7, 15.2)",,"(-0.6, -1.7, -7.6)",,7.8,,5809.1,,1710.5,
,,18.0,,"(-140.7, -33.3, 18.9)",,"(2.6, -13.7, 3.8)",,14.4,,7281.5,,2034.9,
,,19.0,,"(-135.9, -35.2, 18.9)",,"(4.8, -1.8, 0.0)",,5.1,,5194.9,,1737.3,
,,20.0,,"(-137.9, -37.8, 18.9)",,"(-2.0, -2.6, 0.0)",,3.3,,4639.4,,1509.5,
,,21.0,,"(-138.6, -36.4, 22.7)",,"(-0.7, 1.3, 3.8)",,4.1,,6456.3,,1858.7,
,,22.0,,"(-137.7, -28.7, 18.9)",,"(0.9, 7.7, -3.8)",,8.7,,4971.1,,1625.3,
,,23.0,,"(-138.1, -49.3, 30.3)",,"(-0.4, -20.6, 11.4)",,23.6,,5433.5,,1735.0,
,,24.0,,"(-139.1, -42.2, 30.3)",,"(-1.0, 7.1, 0.0)",,7.2,,6011.9,,1793.0,
,,25.0,,"(-137.4, -40.3, 22.7)",,"(1.7, 1.9, -7.6)",,8.0,,6051.7,,1836.5,
,,26.0,,"(-148.7, -37.7, 26.5)",,"(-11.3, 2.6, 3.8)",,12.2,,5501.0,,1662.9,
,,27.0,,"(-158.4, -46.8, 37.9)",,"(-9.7, -9.1, 11.4)",,17.5,,6551.9,,1903.3,
,,28.0,,"(-155.9, -50.8, 37.9)",,"(2.5, -4.0, 0.0)",,4.8,,6712.5,,1987.7,
,,29.0,,"(-150.5, -54.2, 41.7)",,"(5.4, -3.4, 3.8)",,7.4,,7082.4,,2057.7,
,,30.0,,"(-150.5, -47.9, 45.5)",,"(0.0, 6.3, 3.8)",,7.4,,6503.2,,2070.9,
"22_(200, 200, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-285.8, -30.4, 26.5)",,,,,,6594.9,,2027.0,
,,1.0,,"(-287.4, -35.8, 22.7)",,"(-1.5, -5.5, -3.8)",,6.8,,5056.2,,1642.3,
,,2.0,,"(-287.3, -24.3, 22.7)",,"(0.1, 11.5, 0.0)",,11.5,,4833.2,,1630.2,
,,3.0,,"(-293.8, -25.9, 26.5)",,"(-6.5, -1.6, 3.8)",,7.7,,6043.0,,1902.3,
,,4.0,,"(-297.8, -7.1, 30.3)",,"(-4.0, 18.7, 3.8)",,19.5,,4609.7,,1632.6,
,,5.0,,"(-299.3, 1.4, 37.9)",,"(-1.5, 8.5, 7.6)",,11.5,,5221.3,,1718.8,
,,6.0,,"(-304.2, 5.8, 45.5)",,"(-4.9, 4.4, 7.6)",,10.0,,4623.3,,1705.0,
,,7.0,,"(-309.5, -1.7, 45.5)",,"(-5.4, -7.5, 0.0)",,9.2,,4776.7,,1820.6,
,,8.0,,"(-311.6, -19.5, 45.5)",,"(-2.0, -17.7, 0.0)",,17.8,,5789.3,,2025.6,
,,9.0,,"(-314.0, -10.4, 41.7)",,"(-2.4, 9.1, -3.8)",,10.1,,5720.7,,2040.1,
,,10.0,,"(-317.8, -11.0, 41.7)",,"(-3.7, -0.6, 0.0)",,3.8,,6160.5,,2076.0,
,,11.0,,"(-318.6, -13.4, 41.7)",,"(-0.9, -2.4, 0.0)",,2.5,,6315.7,,2014.9,
,,12.0,,"(-320.4, -16.8, 34.1)",,"(-1.7, -3.4, -7.6)",,8.5,,6475.5,,2053.4,
,,13.0,,"(-321.8, -23.1, 34.1)",,"(-1.5, -6.3, 0.0)",,6.5,,5386.2,,1846.0,
,,14.0,,"(-321.2, -17.0, 30.3)",,"(0.6, 6.1, -3.8)",,7.2,,5427.6,,1863.3,
,,15.0,,"(-326.4, -10.8, 22.7)",,"(-5.2, 6.2, -7.6)",,11.1,,4989.5,,1677.7,
,,16.0,,"(-330.2, -14.9, 26.5)",,"(-3.8, -4.0, 3.8)",,6.7,,5913.7,,1942.5,
,,17.0,,"(-335.4, -12.6, 30.3)",,"(-5.2, 2.3, 3.8)",,6.9,,5798.0,,1860.7,
,,18.0,,"(-340.9, -17.9, 30.3)",,"(-5.4, -5.3, 0.0)",,7.6,,5713.1,,1935.3,
,,19.0,,"(-342.7, -22.1, 30.3)",,"(-1.8, -4.2, 0.0)",,4.5,,5955.9,,1969.8,
,,20.0,,"(-349.7, -9.5, 30.3)",,"(-7.0, 12.6, 0.0)",,14.4,,4197.9,,1583.2,
,,21.0,,"(-354.3, -10.3, 30.3)",,"(-4.7, -0.9, 0.0)",,4.7,,5651.6,,1942.5,
,,22.0,,"(-355.4, -12.7, 30.3)",,"(-1.1, -2.4, 0.0)",,2.6,,6121.4,,2029.7,
,,23.0,,"(-362.1, -13.5, 30.3)",,"(-6.7, -0.7, 0.0)",,6.7,,6068.7,,1837.6,
,,24.0,,"(-363.7, -2.2, 30.3)",,"(-1.7, 11.3, 0.0)",,11.4,,5706.6,,1875.8,
,,25.0,,"(-366.1, -6.0, 30.3)",,"(-2.4, -3.8, 0.0)",,4.5,,6624.5,,2099.1,
,,26.0,,"(-377.0, 4.0, 30.3)",,"(-10.9, 10.0, 0.0)",,14.8,,6224.9,,2058.2,
,,27.0,,"(-379.5, -2.9, 45.5)",,"(-2.5, -6.9, 15.2)",,16.8,,5609.6,,1961.8,
,,28.0,,"(-377.4, 3.5, 45.5)",,"(2.0, 6.4, 0.0)",,6.7,,6641.5,,2118.2,
,,29.0,,"(-384.2, 3.9, 41.7)",,"(-6.7, 0.4, -3.8)",,7.7,,7320.3,,2408.7,
,,30.0,,"(-383.3, 15.7, 45.5)",,"(0.8, 11.8, 3.8)",,12.4,,6546.6,,2045.5,
"23_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-143.3, -33.9, 15.2)",,,,,,5228.8,,1824.3,
,,1.0,,"(-146.8, -29.3, 15.2)",,"(-3.5, 4.6, 0.0)",,5.8,,4114.6,,1583.4,
,,2.0,,"(-139.6, -30.2, 22.7)",,"(7.2, -0.9, 7.6)",,10.5,,5923.1,,2010.5,
,,3.0,,"(-143.4, -35.4, 22.7)",,"(-3.8, -5.2, 0.0)",,6.4,,,,,
,,4.0,,"(-146.4, -29.1, 22.7)",,"(-2.9, 6.3, 0.0)",,7.0,,5372.0,,1969.0,
,,5.0,,"(-143.2, -34.0, 26.5)",,"(3.2, -5.0, 3.8)",,7.0,,5797.8,,2023.2,
,,6.0,,"(-145.3, -39.0, 30.3)",,"(-2.2, -4.9, 3.8)",,6.6,,4875.7,,1527.7,
,,7.0,,"(-150.6, -51.5, 41.7)",,"(-5.3, -12.5, 11.4)",,17.7,,5475.0,,1900.0,
,,8.0,,"(-141.0, -61.3, 41.7)",,"(9.6, -9.8, 0.0)",,13.7,,5839.9,,2037.7,
,,9.0,,"(-145.0, -61.0, 49.2)",,"(-4.0, 0.4, 7.6)",,8.6,,5767.1,,2044.9,
,,10.0,,"(-146.4, -58.8, 41.7)",,"(-1.4, 2.1, -7.6)",,8.0,,6590.4,,2268.5,
,,11.0,,"(-145.1, -47.6, 26.5)",,"(1.3, 11.2, -15.2)",,18.9,,5012.2,,1951.3,
,,12.0,,"(-151.4, -39.8, 30.3)",,"(-6.3, 7.8, 3.8)",,10.7,,5166.6,,1824.3,
,,13.0,,"(-143.0, -41.2, 18.9)",,"(8.5, -1.3, -11.4)",,14.2,,5964.5,,2056.7,
,,14.0,,"(-140.9, -39.0, 22.7)",,"(2.1, 2.2, 3.8)",,4.8,,4683.8,,1826.4,
,,15.0,,"(-146.2, -31.1, 15.2)",,"(-5.3, 7.9, -7.6)",,12.2,,6635.1,,2336.6,
,,16.0,,"(-148.4, -35.2, 22.7)",,"(-2.2, -4.1, 7.6)",,8.9,,5441.3,,2008.7,
,,17.0,,"(-153.4, -36.1, 30.3)",,"(-5.0, -0.9, 7.6)",,9.1,,5779.4,,2008.0,
,,18.0,,"(-147.9, -53.6, 30.3)",,"(5.5, -17.5, 0.0)",,18.4,,5581.1,,1905.9,
,,19.0,,"(-150.0, -48.7, 30.3)",,"(-2.2, 5.0, 0.0)",,5.4,,6838.0,,2169.0,
,,20.0,,"(-155.0, -43.2, 37.9)",,"(-5.0, 5.4, 7.6)",,10.6,,5820.2,,1960.8,
,,21.0,,"(-153.0, -43.9, 37.9)",,"(2.0, -0.7, 0.0)",,2.1,,4781.8,,1687.2,
,,22.0,,"(-150.5, -42.3, 30.3)",,"(2.6, 1.6, -7.6)",,8.2,,4896.8,,1842.2,
,,23.0,,"(-151.7, -52.3, 49.2)",,"(-1.3, -10.0, 18.9)",,21.5,,6371.6,,2171.3,
,,24.0,,"(-157.0, -42.6, 37.9)",,"(-5.2, 9.8, -11.4)",,15.9,,5344.9,,1891.9,
,,25.0,,"(-149.9, -56.6, 45.5)",,"(7.1, -14.0, 7.6)",,17.4,,4172.0,,1597.3,
,,26.0,,"(-168.7, -33.5, 49.2)",,"(-18.9, 23.1, 3.8)",,30.0,,2359.6,,1043.0,
,,27.0,,"(-168.7, -28.8, 60.6)",,"(0.1, 4.7, 11.4)",,12.3,,4143.0,,1358.5,
,,28.0,,"(-164.5, -47.0, 56.8)",,"(4.1, -18.2, -3.8)",,19.0,,2380.3,,919.6,
,,29.0,,"(-161.8, -56.7, 60.6)",,"(2.7, -9.7, 3.8)",,10.8,,3866.7,,1374.5,
,,30.0,,"(-162.0, -53.9, 56.8)",,"(-0.2, 2.8, -3.8)",,4.7,,2979.7,,1109.2,
"24_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-269.2, 6.6, 45.5)",,,,,,7016.8,,2158.1,
,,1.0,,"(-270.5, -0.5, 45.5)",,"(-1.3, -7.1, 0.0)",,7.2,,7618.2,,2279.7,
,,2.0,,"(-271.5, 11.7, 45.5)",,"(-1.0, 12.2, 0.0)",,12.2,,5218.8,,1759.1,
,,3.0,,"(-276.1, -1.0, 53.0)",,"(-4.6, -12.7, 7.6)",,15.5,,7849.2,,2299.2,
,,4.0,,"(-279.6, 13.8, 56.8)",,"(-3.6, 14.8, 3.8)",,15.7,,8588.0,,2542.8,
,,5.0,,"(-277.3, 25.1, 53.0)",,"(2.4, 11.3, -3.8)",,12.2,,6719.9,,2147.6,
,,6.0,,"(-280.3, 27.5, 60.6)",,"(-3.0, 2.4, 7.6)",,8.5,,7018.4,,2099.7,
,,7.0,,"(-286.3, 17.6, 60.6)",,"(-5.9, -9.9, 0.0)",,11.5,,5774.0,,1884.7,
,,8.0,,"(-288.2, 1.0, 60.6)",,"(-1.9, -16.6, 0.0)",,16.7,,6213.2,,1957.6,
,,9.0,,"(-289.6, 12.3, 56.8)",,"(-1.4, 11.3, -3.8)",,12.0,,6826.9,,2130.4,
,,10.0,,"(-292.6, 12.7, 53.0)",,"(-3.0, 0.4, -3.8)",,4.9,,6359.8,,1978.4,
,,11.0,,"(-292.9, 6.5, 53.0)",,"(-0.3, -6.1, 0.0)",,6.1,,6385.0,,1976.8,
,,12.0,,"(-293.8, 1.8, 56.8)",,"(-0.9, -4.8, 3.8)",,6.2,,4584.9,,1437.4,
,,13.0,,"(-295.1, 5.6, 49.2)",,"(-1.3, 3.9, -7.6)",,8.6,,1958.8,,824.3,
,,14.0,,"(-298.7, 20.1, 41.7)",,"(-3.6, 14.5, -7.6)",,16.8,,3540.8,,1225.7,
,,15.0,,"(-301.1, 37.6, 37.9)",,"(-2.4, 17.4, -3.8)",,18.0,,3343.2,,1185.6,
,,16.0,,"(-307.5, 30.8, 34.1)",,"(-6.4, -6.7, -3.8)",,10.0,,2432.3,,1041.5,
,,17.0,,"(-311.5, 36.7, 37.9)",,"(-3.9, 5.8, 3.8)",,8.0,,3834.0,,1274.9,
,,18.0,,"(-316.0, 30.3, 41.7)",,"(-4.5, -6.4, 3.8)",,8.7,,3355.2,,1162.7,
,,19.0,,"(-321.1, 24.1, 45.5)",,"(-5.1, -6.2, 3.8)",,8.9,,7841.1,,2383.8,
,,20.0,,"(-326.1, 31.7, 56.8)",,"(-5.0, 7.6, 11.4)",,14.5,,3046.6,,1097.0,
,,21.0,,"(-332.8, 23.8, 56.8)",,"(-6.7, -7.8, 0.0)",,10.3,,2818.2,,1048.7,
,,22.0,,"(-335.3, 23.1, 56.8)",,"(-2.5, -0.7, 0.0)",,2.6,,2870.1,,1020.4,
,,23.0,,"(-336.7, 24.4, 60.6)",,"(-1.5, 1.3, 3.8)",,4.3,,4186.8,,1367.6,
,,24.0,,"(-337.8, 34.2, 60.6)",,"(-1.1, 9.8, 0.0)",,9.9,,2911.8,,1130.1,
,,25.0,,"(-336.2, 25.1, 60.6)",,"(1.6, -9.1, 0.0)",,9.2,,4180.6,,1367.0,
,,26.0,,"(-340.3, 32.5, 60.6)",,"(-4.1, 7.4, 0.0)",,8.4,,5297.2,,1537.2,
,,27.0,,"(-345.1, 36.9, 60.6)",,"(-4.8, 4.4, 0.0)",,6.5,,4094.7,,1318.6,
,,28.0,,"(-342.4, 43.0, 68.2)",,"(2.7, 6.1, 7.6)",,10.1,,4936.7,,1468.0,
,,29.0,,"(-344.6, 35.5, 68.2)",,"(-2.2, -7.5, 0.0)",,7.8,,4948.3,,1481.2,
,,30.0,,"(-343.5, 42.0, 68.2)",,"(1.1, 6.5, 0.0)",,6.6,,4452.2,,1367.9,
"25_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-196.0, 50.5, 53.0)",,,,,,6325.4,,2028.2,
,,1.0,,"(-199.1, 47.2, 53.0)",,"(-3.0, -3.3, 0.0)",,4.5,,7707.1,,2379.3,
,,2.0,,"(-197.4, 53.0, 53.0)",,"(1.7, 5.8, 0.0)",,6.1,,4784.6,,1577.9,
,,3.0,,"(-199.4, 44.1, 53.0)",,"(-2.0, -8.8, 0.0)",,9.1,,5409.9,,1720.0,
,,4.0,,"(-200.6, 48.2, 53.0)",,"(-1.2, 4.1, 0.0)",,4.3,,5317.9,,1757.6,
,,5.0,,"(-197.0, 61.1, 60.6)",,"(3.6, 12.8, 7.6)",,15.4,,6880.1,,2067.8,
,,6.0,,"(-199.1, 63.6, 60.6)",,"(-2.1, 2.5, 0.0)",,3.3,,5393.1,,1730.7,
,,7.0,,"(-200.6, 60.0, 60.6)",,"(-1.6, -3.6, 0.0)",,3.9,,6135.3,,1792.4,
,,8.0,,"(-202.1, 44.6, 60.6)",,"(-1.5, -15.4, 0.0)",,15.5,,5529.8,,1689.7,
,,9.0,,"(-201.0, 56.4, 60.6)",,"(1.1, 11.8, 0.0)",,11.8,,6090.5,,1850.6,
,,10.0,,"(-201.3, 53.6, 60.6)",,"(-0.3, -2.8, 0.0)",,2.9,,6189.3,,1795.1,
,,11.0,,"(-201.0, 46.5, 60.6)",,"(0.3, -7.1, 0.0)",,7.1,,6184.5,,1892.7,
,,12.0,,"(-207.9, 43.5, 60.6)",,"(-6.9, -3.0, 0.0)",,7.6,,5522.7,,1720.7,
,,13.0,,"(-211.5, 43.3, 60.6)",,"(-3.5, -0.2, 0.0)",,3.5,,5168.9,,1621.5,
,,14.0,,"(-214.2, 44.5, 60.6)",,"(-2.8, 1.2, 0.0)",,3.0,,6195.2,,1774.6,
,,15.0,,"(-213.7, 47.9, 60.6)",,"(0.6, 3.4, 0.0)",,3.5,,6585.7,,1889.0,
,,16.0,,"(-209.9, 52.7, 56.8)",,"(3.8, 4.8, -3.8)",,7.2,,6690.6,,2002.9,
,,17.0,,"(-213.3, 54.7, 60.6)",,"(-3.5, 2.0, 3.8)",,5.5,,5813.2,,1763.2,
,,18.0,,"(-217.4, 42.2, 60.6)",,"(-4.0, -12.4, 0.0)",,13.1,,5887.3,,1786.8,
,,19.0,,"(-218.2, 43.0, 53.0)",,"(-0.9, 0.7, -7.6)",,7.7,,5986.3,,1763.9,
,,20.0,,"(-217.0, 48.6, 60.6)",,"(1.3, 5.6, 7.6)",,9.5,,5835.9,,1741.0,
,,21.0,,"(-218.8, 49.0, 53.0)",,"(-1.8, 0.5, -7.6)",,7.8,,5535.3,,1689.4,
,,22.0,,"(-219.2, 46.3, 60.6)",,"(-0.4, -2.7, 7.6)",,8.1,,5543.9,,1670.4,
,,23.0,,"(-221.0, 45.1, 60.6)",,"(-1.8, -1.3, 0.0)",,2.2,,5701.7,,1650.7,
,,24.0,,"(-224.6, 42.0, 64.4)",,"(-3.6, -3.1, 3.8)",,6.1,,6976.2,,2054.4,
,,25.0,,"(-227.4, 34.8, 68.2)",,"(-2.9, -7.2, 3.8)",,8.6,,7135.1,,1948.9,
,,26.0,,"(-229.9, 37.3, 68.2)",,"(-2.4, 2.5, 0.0)",,3.5,,9727.3,,2468.1,
,,27.0,,"(-233.1, 37.9, 75.8)",,"(-3.2, 0.6, 7.6)",,8.3,,7342.6,,2035.6,
,,28.0,,"(-236.8, 43.9, 68.2)",,"(-3.7, 6.0, -7.6)",,10.3,,9042.3,,2296.6,
,,29.0,,"(-238.9, 12.8, 75.8)",,"(-2.1, -31.1, 7.6)",,32.1,,8796.6,,2376.0,
,,30.0,,"(-238.5, 6.9, 75.8)",,"(0.4, -5.9, 0.0)",,5.9,,8494.5,,2310.9,
"26_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,"(-191.8, 55.6, 37.9)",,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"27_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,"(-299.8, -6.7, 64.4)",,,,,,2361.5,,943.3,
,,14.0,,"(-305.2, 3.9, 64.4)",,"(-5.3, 10.5, 0.0)",,11.8,,3536.1,,1174.4,
,,15.0,,"(-306.6, 16.0, 60.6)",,"(-1.5, 12.1, -3.8)",,12.7,,4316.7,,1394.6,
,,16.0,,"(-309.1, 17.4, 60.6)",,"(-2.5, 1.5, 0.0)",,2.9,,4316.0,,1385.0,
,,17.0,,"(-315.6, 27.0, 64.4)",,"(-6.5, 9.6, 3.8)",,12.2,,4621.8,,1480.9,
,,18.0,,"(-321.0, 16.9, 64.4)",,"(-5.4, -10.1, 0.0)",,11.4,,2525.8,,969.5,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"29_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,"(-318.6, 39.3, 37.9)",,,,,,3774.3,,1257.4,
,,21.0,,"(-326.0, 38.5, 37.9)",,"(-7.4, -0.8, 0.0)",,7.5,,3953.9,,1272.7,
,,22.0,,"(-326.8, 36.7, 37.9)",,"(-0.7, -1.8, 0.0)",,2.0,,3474.8,,1191.7,
,,23.0,,"(-329.2, 37.5, 37.9)",,"(-2.5, 0.8, 0.0)",,2.6,,3602.5,,1216.3,
,,24.0,,"(-330.4, 50.1, 37.9)",,"(-1.1, 12.6, 0.0)",,12.7,,3173.2,,1090.4,
,,25.0,,"(-331.1, 43.4, 41.7)",,"(-0.7, -6.7, 3.8)",,7.7,,3111.0,,1083.8,
,,26.0,,"(-339.0, 49.2, 37.9)",,"(-8.0, 5.8, -3.8)",,10.5,,3451.4,,1193.4,
,,27.0,,"(-338.2, 54.0, 45.5)",,"(0.8, 4.8, 7.6)",,9.0,,4151.8,,1313.4,
,,28.0,,"(-337.4, 63.9, 45.5)",,"(0.8, 9.8, 0.0)",,9.9,,4607.9,,1400.6,
,,29.0,,"(-343.6, 58.8, 41.7)",,"(-6.3, -5.1, -3.8)",,8.9,,3840.9,,1258.1,
,,30.0,,"(-342.6, 62.3, 53.0)",,"(1.0, 3.6, 11.4)",,12.0,,4479.2,,1390.9,
"30_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,"(-206.1, 58.8, 45.5)",,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"31_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
